,text_lb,text
4418,-1.0,"Nhân viên chack in không chuyên nghiệp. Người đến trước mà cho nhận phòng sau. Mất hơn 3 tiếng mới check in xong. Giường bảo là giường lớn mà có 1,4m. khi hỏi thì nhân viên bảo đó là loại giường lớn nhất của khách sạn rồi. Cuối cùng đặt phòng 4 người lớn mà chỉ có 2 giường 1,4m. Quá thất vọng. Hồ bơi có như không."
4419,1.0,"Khách sạn ngay trung tâm, phòng ốc sạch sẽ, bạn lễ tân đẹp trai dễ thương"
4420,-1.0,"Đồ ăn không nhiều sự lựa chọn. Buffet tối đắt nhưng không nhiều món, không ngon. Ở đây chỉ có mỗi sữa đậu nành tự nấu là ngon nhất. Phòng khá nhỏ, hơi cũ kỹ, chỉ đẹp về hình thức nhưng chưa thật sự tiện nghi. Nước nóng lấy từ năng lượng mặt trời nên không đủ bơm nước nóng lên cung cấp cho toàn bộ khách khi về khuya. Điều này nhân viên không hề dặn trước với khách, làm hôm tối mình đi chơi về khuya, không hề có nước nóng để tắm. Nên những hôm sau cứ phải 5 6h tối lo chạy về để tắm vì lúc đó mới có nước nóng. rất bất tiện và bực mình. Bữa sáng cũng không ngon và không đặc sắc. tính ra lời chỉ được mỗi khung cảnh để sống ảo chứ mọi thứ đều bình thường thậm chí không như mong đợi."
4421,-1.0,"Chủ nhà thái độ rất khó chịu. Lễ tân hay đi khỏi quầy, phải đợi rất lâu, đặc biệt là buổi tối"
4422,1.0,"khách sạn sạch sẽ, mát mẻ, nhân viên nhiệt tình, thân thiện, mọi thứ rõ ràng... giá cả hợp lí"
4423,1.0,Tôi đã có một kỳ nghỉ thú vị nhất ở đây. Tôi rất muốn giới thiệu khách sạn này và nó rẻ hơn so với các khách sạn khác.
4424,1.0,Tôi đã có một kì nghỉ dễ chịu tại đây
4425,1.0,Nhận phòng nhìn ra biển Các nhân viên tiếp tân rất ấn tượng. Có nhiều loại thực phẩm để lựa chọn. Thuận tiện đi lại
4426,1.0,"phong may lanh tốt, sạch sẽ, rộng"
4427,-1.0,Khách sạn quá tệ. hầm để xe nhỏ.khách gởi xe dưới hầm thì tháo đồ trên xe của khách.
4428,1.0,"Vị trí rất đẹp, sạch, tiện nghi, phục vụ tốt! Đáng để quay lại!"
4429,1.0,"Tôi ở lại 3 ngày ở đây, vị trí của khách sạn rất chiến lược ở giữa, chỉ cần đi bộ đến hồ, đến cầu, đến chợ đêm, đến nhà thờ Hồi giáo, nhân viên rất thân thiện, phòng đẹp, được dọn dẹp mỗi ngày, khăn được thay đổi mỗi ngày, cảm ơn nhiều cung Tu lihn."
4430,-1.0,"Do chỗ ở không liên lạc gì cả Mặc dù Việt Nam không cho phép người Thái vào nước này. Vì vậy, đã không đi nghỉ ngơi Khách sạn không cung cấp bất kỳ khoản hoàn lại hoặc yêu cầu."
4431,-1.0,Đi chơi về muộn gọi mở cửa thì quát mắng khách. Thiếu thân thiện
4432,-1.0,"Nhận phòng lầu 3, wifi yếu không thể truy cập mạng"
4433,1.0,"Về tổng thể phòng rộng, khang trang, sáng, view đẹp, thang máy nhanh, xe cho thuê tương đối tốt. Có điều chỉ có 1 lễ tân nên đôi khi cảm thấy không được chu đáo. Tôi ở gia đình nên phù hợp với Phòng VIP 4, xin thêm mềm được Lễ tân hỗ trợ. Khắc phục: tôi ở 2 ngày nhưng không có dọn phòng và không free nước suối."
4434,1.0,Khách sạn có vị trí đẹp siêu thuận lợi nên rất ồn Phòng ốc đẹp nhưng cửa hơi bị hở nên sửa chữa lại Nhưng nên cho thêm các thiết bị như máy sấy Cho thêm khăn tắm Nhìn chung là ổn 3.5/5*
4435,1.0,Khách sạn rất tuyệt! Đã quay lại lần 2. Chị Hân lễ tân rất nhiệt tình vui vẻ!
4436,1.0,Chủ khách sạn dễ thương nhiệt tình. Concept đẹp. Phòng hơi tối nhưng toilet sáng sủa sạch sẽ. High recommend hotel này.
4437,1.0,Phòng sạch đẹp. Đồ dùng và dịch vụ chu đáo. Các bạn lễ tân rất nhiệt tình và vui vẻ. Bữa sáng thực đơn rất phong phú. Mình và gia đình rất hài lòng cho kỳ nghỉ vừa qua ở đây.
4438,1.0,"Phòng sạch sẽ, ấm cúng. Nhân viên thân thiện dễ thương."
4439,1.0,"Phòng rộng rải, sạch sẽ...cô chủ và lễ tân vui vẻ nhiệt tình...nói chung là mình hài lòng... Mình có góp ừa nhỏ khách sạn coi được thì triển nhé: khách sạn nên coi bỏ thêm một rổ bánh với đồ khô mỳ tôm cafe và với đó là một bản giá cái gì miễn phí cái tính phí có giá cả để khách có thể dễ dàn hơn... khách sạn tham khảo thử nhé...cám ơn khách sạn cho mình kì nghĩ thoải mái👍👍👍"
4440,1.0,"Resort nằm bên cạnh hồ Tuyền Lâm nên khung cảnh đẹp, yên tĩnh, phù hợp với du lịch nghỉ dưỡng. Dịch vụ của resort tốt, khi có yêu cầu của khách hàng thì được đáp ứng ngay, không tốn thời gian chờ đợi lâu. Buffer sáng của resort ổn, có cả món Âu và Á, phù hợp với nhiều người. Từ Terracotta đến trung tâm Đà Lạt khoảng 8 - 10km, nên thuê xe máy đi cho thuận tiện. Đường sá đoạn vô resort hơi xấu, nhiều ổ voi, còn lại thì tuyệt vời. Resort có những căn hộ độc lập, phù hợp gia đình. Nếu có cơ hội sẽ quay lại Terracotta trong thời gian tới."
4441,1.0,"yên tĩnh, thoáng mát. phòng sạch sẽ"
4442,1.0,Điểm cộng là vị trí và thái độ nhân viên thân thiện. Điểm trừ là nhiều muỗi và dịch vụ phòng chưa chuyên nghiệp
4443,1.0,Giá cả so với khu Quận 1 được. Nhân viên nhiệt tình
4444,1.0,Nó rất tốt và được chào đón nồng nhiệt.
4445,1.0,"Phòng sạch sẽ, nhân viên ở đây thực sự rất thân thiện! Nói chung chuyến đi khá hài lòng về cả chỗ nghỉ và nơi ăn uống vui chơi! "
4446,1.0,phòng nhỏ mặc dù là hạng phòng executive
4447,1.0,"Vị trí trung tâm, bữa sáng không phong phú, chỉ có duy nhất món phở, nhân viên khách sạn không thân thiện, wifi khi trong phòng kém, sóng điện thoại khi trong phòng cũng kém. Phòng ốc hiện đại, sạch sẽ nhưng cách âm kém."
4448,-1.0,"Phòng bí mùi, pin điều khiển càn check truoc khi giao phòng cho khách"
4449,1.0,"Phòng ok lễ tân dễ chịu mọi thứ hoàn hảo, giá lại ok nữa"
4450,1.0,"Phòng sạch sẽ, dịch vụ tốt, nhân viên thân thiện nhiệt tình"
4452,1.0,"Rất tốt phòng sạch sẽ, lễ tân dễ thương."
4453,1.0,"Khách sạn sạch sẽ, đẹp, tiện lợi hơn cả trong tưởng tưởng, lần sau sẽ quay lại"
4454,1.0,Chủ nhiệt tình khá yên tĩnh nhưng hơi xa biển 1 chút hi hi
4456,1.0,"Ngày tôi đến, họ đã không có bất kỳ thông tin nào về đặt phòng của tôi. Họ chỉ nói xin lỗi, hệ thống của chúng tôi đã bị hạ xuống. Trong trường hợp, họ đã có một phòng có sẵn, nơi tôi ở? AC và nước nóng không hoạt động vì mẹ tôi có thể tắm vòi hoa sen mà không cần nước nóng. Tôi yêu cầu họ sửa chữa hoặc thay đổi phòng mới nhưng họ từ chối đổi phòng mới cho tôi."
4457,1.0,Các chỗ ở rất dễ tìm và ở một vị trí tuyệt vời. Gần chợ và phố ba lô.
4458,1.0,chỗ này rất đẹp sạch sẽ - sẽ quay lại lần nữa
4459,1.0,Phòng giống trong hình. Nhân viên cũng tỏ ra thân thiện. Vị trí sát biển. View ổn. Giá cả khá ổn. Phần ăn sáng cũng tạm được
4460,1.0,"Resort dễ thương, nhân viên rất nhiệt tình, có dịch vụ ủi đồ. Giá cả nhìn chung khá hợp lý, thức ăn ngon."
4461,-1.0,"Phòng không để giấy vệ sinh trong nhà vệ sinh mà để ngoài tủ đầu giường. Cực kỳ bất tiện. Với lý do sợ khách làm ướt giấy vệ sinh nên để bên ngoài. Vậy hàng nghìn khách sạn khác họ có sợ ướt giấy không? Việc để đó cũng không hướng dẫn cho khách. Nhân viên thái độ không vui vẻ, nhân viên dọn phòng khi thấy khách đi vào cùng thang máy không chào hỏi, cũng không thân thiện mà dùng ánh mắt soi mói nhìn khách hàng. Về việc không giúp khách mang đồ lên phòng do thiếu nhân viên thì có thể thông cảm nhưng các lý do trên cũng đủ để không quay lại lần 2 Nói chung quá tệ. Ngày hôm trước ở khách sạn trên quận 1 họ cũng chỉ 2 sao thôi nhưng nhân viên cực kỳ thân thiện dễ thương. Dù phòng đó nhỏ hơn nhưng ở vẫn thoải mái. Còn ở Thiên Cung mọi thứ đều tồi tệ. Không nên ở đây"
4462,1.0,Khách sạn rất gần chợ đêm. Nhân viên nice. Phòng sạch sẽ ngăn nắp và rộng. Nhà vệ sinh lát nền xám nên nhìn sạch sẽ và rất mới nước mạnh. Highly recommend
4463,1.0,"nhân viên cực kỳ thân thiện dễ thương, khách sạn sạch sẻ ⭐️⭐️⭐️⭐️⭐️"
4464,-1.0,"phong nho, nhan vien khong nhiet tinh, sap xep khong dung theo yeu cau"
4465,1.0,"Khách sạn là dịch vụ rất tốt. Không ồn ào Gần chợ đêm, đi bộ đến lối vào con hẻm gần Bữa sáng rất ngon. Chúng tôi phải tự chọn thực đơn. Người chủ tốt bụng của khách sạn luôn chào đón chúng tôi. Rất thân thiện, giới thiệu khách sạn này để sử dụng lại."
4466,1.0,"Phòng thì ok. Nhận phòng nhanh, thử tục đơn giản. Wifi siêu yếu, khóa cửa không chắc chắn."
4467,1.0,"5 sao cho chất lượng phục vụ!! Cơ sở vật chất của kháchsạn tạm ổn trong tầm giá. Khách sạn sạch sẽ, thoáng, gọn gàng, yên tĩnh. Không có mùi hôi hay mùi nước xịt phòng như nhiều khách sạn cùng tầm giá khác. Điểm cộng lớn nhất là Khách sạn nhỏ nhưng có cả phục vụ ăn sáng. Mình tới check in lúc 4h sáng, bạn lễ tân làm thủ tục vẫn thân thiện, nhiệt tình không quạo 😄 và các bạn còn chu đáo khi chuẩn bị cả quà sinh nhật cho mình^^ (mình book ngay ngày sinh nhật) Nói chung Khách sạn quá okela, highly recommend cho các bạn đến Buôn Mê Thuộc nhé, mình chắc chắn sẽ quay lại!"
4468,-1.0,Khách sạn không còn phòng như đã đặt qua app
4470,1.0,"Resort mát mẻ, có thể mắc võng phía sau phòng hít khí trời, thích hợp nghỉ dưỡng Phòng ốc cũ kỹ Nhân viên nhiệt tình thân thiện Món ăn bình thường"
4471,1.0,"phòng không rộng lắm nhưng sạch sẽ, cô chú chủ khách sạn và nhân viên rất thân thiện. mình rất hài lòng."
4472,1.0,phòng giống hình. đẹp. sạch sẽ. vệ sinh hơi nhỏ chút nhưng tiện nghi tốt
4473,1.0,"Khách sạn sạch sẽ, rộng rãi va yên tĩnh"
4474,-1.0,"Có tiếng động lạ trong phòng, giống tiếng móng tay cạo vô tường. Mền hôi"
4475,1.0,"Tôi có một kỳ nghỉ ấn tượng tại khách sạn Châu Long Sapa II .. giá cả hợp lý.. phòng sạch sẽ có ban công và view rất đẹp .. khách sạn có bãi đỗ xe .. nhân viên rất nhiệt tình hỗ trợ khách hàng, đồng ý để chúng tôi trả phòng muộn lúc 14:00. Bữa ăn sáng buffet tại khách sạn có nhiều món và rất ngon.. đặc biệt là các món địa phương như cơm Lam ... Cảnh quan tại khách sạn rất đẹp, có nhiều góc đẹp để chụp ảnh"
4476,-1.0,"Cửa kính nhà vệ sinh bị trong suốt, từ ngoài có thể nhìn vô. nên thay thế sớm"
4477,-1.0,"Nhân viên không thân thiện, trừ bạn bảo vệ ca sáng. Khách sạn ổn, đi chơi đúng mùa dịch khách vắng nhưng nhân viên lại tỏ vẻ khó chịu với khách"
4478,-1.0,khách sạn cần tu bổ lại. vật dụng khá cũ kỹ
4479,-1.0,Nhân viên thân thiện dễ thương... nhưng xếp minh phòng 105 bí quá... nữa đêm mở cửa để thở chứ không chết ngạt... phòng là 4 bức tường sung quanh...dịch vụ được... nhưng chăn cũ... ra lông... ngủ xong bẩn het quần áo... nói chung tạm... giá phòng minh 450k... mình chỉ tạm 3*
4480,1.0,"Tôi rất thích nhân viên ở tại khách sạn này, họ rất thân thiện."
4481,1.0,"Nhân viên hữu ích, nhận phòng dễ dàng, vị trí trung tâm tuyệt vời, giường thoải mái, sạch sẽ, tầm nhìn tuyệt vời, tour du lịch tốt."
4482,-1.0,"Phòng chật chội, kê thêm giường phụ không có lối đi, chăn ga không sạch sẽ, sàn nhà nhiều bụi, cống thoát nước chảy quá chậm. Sẽ không quay lại."
4483,1.0,"Khách sạn tốt, nhân viên nhiệt tình, có sân đậu xe rộng rãi. Phòng thoáng, sạch sẽ, tuy nhiên hệ thống thoát nước của bồn tắm không ổn. Thật bất tiện với con gái khi trong phòng không có bàn trang điểm. Dù sao cũng là 1 trải nghiệm tuyệt vời. Sẽ ghé lại lần tới."
4484,1.0,"Khách sạn sát biển, sạch sẽ. Đồ ăn sáng không phong phú lắm nhưng ok. Phòng tắm hơi bé xíu còn mọi thứ đều tốt"
4485,1.0,"Khách sạn rất yên tĩnh và thuận lợi cho việc đi dạo và tham quan. Đi bộ 2’ tới hồ Xuân Hương, 5’ tới chợ Đà Lạt. Khách sạn nằm trên đường Bùi Thị Xuân, ngay trung tâm và xung quanh có rất nhiều hàng quán. Phòng khách sạn rất tiện nghi, thoải mái, có đầy đủ đồ dùng trong phòng ngủ và phòng tắm. Nước nóng luôn có sẵn, nước rất mạnh. Trong phòng có máy lạnh. Nhân viên rất nhiệt tình và vui vẻ. Giá phòng tốt so với chất lượng. Giá đã bao gồm ăn sáng buffet, món ăn ngon và vừa miệng. Tuy nhiên cũng có vài điểm chưa hoàn hảo như sau: - Phòng mình được bố trí là phòng connecting room, tạo cảm giác không được thoải mái. - Không có khăn nhỏ trong phòng tắm mà chỉ có khăn tắm lớn. - Ăn sáng tới 9h30 mới kết thúc nhưng 8h30 xuống thì khá nhiều món đã hết."
4486,1.0,"Nhân viên thân thiện, cảnh rất thơ mộng, có nhiều cây ăn trái, còn có cả con sông nhỏ bên cạnh resort rất thú vị. Tuy nhiên có vài điều mình vẫn chưa hài lòng đó là: phòng chưa đủ tiện nghi đối với resort thuộc 3-4 sao, nhà vệ sinh còn có mùi và mình nghĩ đây là khu nghĩ dưỡng nhưng 10h hơn vẫn còn có khách hát karake làm ảnh hưởng đến những khách đang nghỉ ngơi ở đây."
4487,1.0,tuyệt vời. chủ thân thiện. phòng óc sạch sẽ
4488,-1.0,"WiFi là thực sự xấu trong phòng của tôi. Nó thực sự rất hiệu quả. Phải kết nối với WiFi của phòng trên lầu. Thái độ của nhân viên là quá tệ (chàng trai trẻ ở bàn tiếp tân) đối với một địa điểm du lịch như khu phố cổ. Hỏi anh ta một số hướng dẫn đến nhà thờ St Joseph chỉ cách đó 700 m và anh ta giống như tôi, tôi không biết về trò chơi và bận chơi game trên điện thoại. Không có thảm trong phòng của tôi, một nửa đèn weren làm việc và nội thất trông có vẻ khó tin và bụi bặm. Căn phòng trông giống như một phòng lưu trữ dự phòng. Có cả mùi lạ này trong hành lang."
